din	から
numai	のみ
având	having
ioan	ジョン
ioan	イオアン
ion	イオン
rusă	ロシア
isbn	isbn
populația	人口
doi	二つ
doi	二人
același	同じ
același	おなじ
membru	メンバ
membru	会員
membru	メンバー
dată	デート
dată	日付
numit	named
oficial	公式
oficial	職員
împotriva	反対
deși	だけれども
saint	セイント
saint	聖人
împreună	together
vest	ウエスト
vest	西部
vest	ウェスト
vest	ウェスタン
vest	ウエスタン
italia	イタリア
puțin	リトル
puțin	小さい
încă	スティル
încă	それでも
încă	まだ
înainte	進む
înainte	フォワード
înainte	転送
înainte	以前
lemn	木材
lemn	木製
lemn	ウッド
noi	new
noi	新しい
noi	新規
nicolae	ニコラス
națională	国民
națională	ナショナル
roman	ローマン
roman	ロマン
roman	ローマ
roman	小説
drept	まっすぐ
drept	ストレート
mod	モード
mod	mod
american	アメリカン
fiecare	それぞれ
prezent	現在
prezent	present
prezent	プレゼント
casa	ハウス
acestea	これらの
acestea	これら
categorie	カテゴリー
categorie	区分
categorie	カテゴリ
categorie	分類
text	テキスト
bine	良い
bine	グッド
http	http
site	サイト
site	敷地
articole	記事
articole	冠詞
articole	アイテム
articole	品物
alexandru	アレクサンドロス
alexandru	アレクサンダー
alexandru	アレキサンダー
unele	いくつか
unele	一部
unele	いくらか
milioane	ミリオン
milioane	million
milioane	百万
apă	ウォーター
doua	二つ
doua	二人
țară	国名
țară	カントリー
sate	村落
târziu	遅い
istoria	履歴
istoria	由緒
istoria	歴史
istoria	沿革
maria	マリア
maria	マリヤ
patru	four
patru	フォー
republica	共和制
republica	共和国
râul	河川
paris	パリス
paris	パリ
gheorghe	ゲオルゲ
gheorghe	ジョージ
tip	ガイ
tip	種類
tip	タイプ
premiul	受賞
premiul	表彰
persoane	ピープル
descriere	キャプション
descriere	説明
descriere	解説
george	ジョージ
articol	記事
articol	冠詞
numărul	番号
numărul	数値
numărul	ナンバー
comitatul	カウンティ
harta	地図
harta	マップ
john	ジョン
jos	ダウン
marea	sea
deoarece	なぜなら
deoarece	だって
aproape	ほとんど
aproape	ほぼ
scris	筆記
raport	レポート
raport	報告
echipa	分隊
echipa	チーム
diferite	異なる
baza	塩基
baza	base
baza	ベース
special	スペシャル
valea	バレー
valea	谷間
comune	関節
stadium	スタジアム
svg	svg
zona	ゾーン
zona	zone
zona	面積
zona	領域
zona	エリア
dat	与えられた
slovenia	スロベニア
americii	アメリカ
satului	村落
satului	ヴィレッジ
împărat	エンペラー
împărat	皇帝
împărat	天皇
resedinta	住居
resedinta	居所
viața	生活
viața	生命
viața	人生
viața	ライフ
bun	良い
bun	グッド
cet	cet
format	フォーマット
format	書式
primit	受け取り
primit	受信
președinte	大統領
președinte	プレジデント
președinte	社長
președinte	会長
președinte	議長
lângă	付近
lângă	近く
oameni	ピープル
istoric	履歴
istoric	由緒
istoric	歴史
istoric	沿革
suprafață	表面
suprafață	曲面
suprafață	面積
suprafață	領域
suprafață	エリア
europa	欧州
europa	ヨーロッパ
europa	エウロパ
universitatea	大学
team	チーム
copii	子供
copii	キッズ
copii	子供
aproximativ	おおよそ
aproximativ	おおよそ
aproximativ	おおよそ
lucru	作業
lucru	仕事
lucru	ワーク
cazul	ケース
orice	any
orice	何でも
clubnat	clubnat
mihai	ミヒャエル
mihai	マイケル
acum	now
acum	ナウ
recensământul	国勢調査
centrul	センター
centrul	中央
centrul	中心
centrul	中央
centrul	センター
centrul	中心
san	san
san	サン
teritoriul	縄張り
van	バン
van	ヴァン
ungaria	ハンガリー
număr	番号
număr	数値
număr	ナンバー
cauza	原因
bulgaria	ブルガリア
engleză	イングリッシュ
engleză	英語
serie	シリーズ
sua	米国
vechi	古い
vechi	オールド
reședința	住居
reședința	居所
munții	山地
munții	山脈
limbi	言語
fel	親切
apelor	ウォーターズ
fotbal	サッカー
fotbal	フットボール
regele	king
regele	国王
regele	キング
fiul	息子
nouă	new
nouă	新しい
nouă	新規
nouă	nine
evoluția	進化
evoluția	evolution
viteză	速度
viteză	スピード
paul	ポール
paul	パウル
orașe	都市
institutul	研究所
satele	村落
trecut	過去
articolul	記事
articolul	冠詞
mulți	多数
viață	生活
viață	生命
viață	人生
viață	ライフ
informații	情報
titlu	見出し
titlu	肩書
titlu	称号
titlu	タイトル
goluri	ゴール
goluri	目標
titlul	肩書
titlul	称号
titlul	タイトル
album	アルバム
york	ヨーク
pagina	ページ
imperiul	帝国
imperiul	帝政
imperiul	エンパイア
moartea	デス
fața	フェイス
armata	アーミー
armata	軍隊
armata	陸軍
formă	図形
formă	形状
formă	シェイプ
formă	形式
formă	フォーム
color	カラー
color	カラー
german	ドイツ語
ștefan	スティーヴン
ștefan	シュテファン
ștefan	ステファン
rolul	役割
mică	小さな
mică	スモール
mică	小さい
mică	雲母
des	des
des	頻繁
des	しばしば
transilvania	トランシルヴァニア
epocă	ビンテージ
principal	メイン
principal	校長
principal	元本
forma	図形
forma	形状
forma	シェイプ
forma	形式
forma	フォーム
carol	キャロル
mici	小さな
mici	スモール
mici	小さい
astăzi	トゥデイ
astăzi	今日
robert	ロベルト
robert	ロベール
robert	ロバート
eliberare	釈放
eliberare	リリース
eliberare	解放
mic	小さな
mic	スモール
mic	小さい
mic	リトル
mic	小さい
minore	マイナー
câștigat	ウォン
câștigat	won
gen	性別
gen	ジェンダー
gen	ジャンル
com	com
importante	重要
der	デア
aur	gold
aur	ゴールド
germană	ドイツ語
orbită	軌道
rotație	回転
rotație	ローテーション
pol	ポル
lume	世界
lume	ワールド
local	ローカル
local	地元
local	ローカル
local	地元
fapt	事実
anglia	イギリス
politică	ポリシー
politică	政策
politică	方針
politică	政治
spacewatch	spacewatch
revista	マガジン
revista	雑誌
asta	この
asta	これ
vasile	バジル
vasile	バジリコ
profesor	教授
profesor	教員
profesor	教師
profesor	先生
planetelor	惑星
cinci	ファイブ
cinci	五つ
cinci	five
acolo	そこ
lumea	世界
lumea	ワールド
muzică	ミュージック
muzică	音楽
david	デイヴィッド
david	ダビデ
david	デビッド
david	デヴィッド
țara	国名
țara	カントリー
vol	vol
etnică	民族
centru	センター
centru	中央
centru	中心
centru	中央
centru	センター
centru	中心
alt	alt
istorie	履歴
istorie	由緒
istorie	歴史
istorie	沿革
austria	オーストリア
districtul	地区
districtul	ディストリクト
altitudine	高度
regatul	王国
conține	含む
activitatea	アクティビティ
sultan	スルタン
sultan	スルターン
inițial	当初
inițial	イニシャル
inițial	頭文字
artă	art
artă	アート
artă	芸術
artă	美術
numeroase	多数
body	本文
body	身体
body	本体
body	ボディ
imagini	画像
imagini	イメージ
rusia	ロシア
spune	say
spune	セイ
domeniul	ドメイン
școala	学校
școala	スクール
polonia	ポーランド
succes	サクセス
succes	成功
studii	勉強
studii	研究
inclusiv	含む
primar	町長
primar	市長
primar	メイン
primar	プライマリ
francez	フレンチ
francez	フランス語
scriitor	作家
scriitor	ライター
jean	ジャン
jean	ジーン
sistemul	システム
începe	開始
începe	始める
începe	スタート
ziua	day
ziua	一日
sur	スール
single	シングル
single	独身
războiul	戦争
world	世界
world	ワールド
xix	xix
internațional	インターナショナル
internațional	国際
franceză	フレンチ
franceză	フランス語
ministru	公使
ministru	大臣
important	重要
familie	家族
țări	国々
funcția	機能
funcția	関数
jpl	jpl
lucrări	ワークス
lucrări	作品
curs	コース
probabil	おそらく
sistem	システム
sudul	サザン
sudul	南部
sudul	サウス
vreme	天候
vreme	天気
vreme	気象
autor	作家
autor	著者
autor	作者
mediu	環境
mediu	平均
mediu	ミディアム
mediu	メディア
prea	too
spania	スペイン
funcție	機能
funcție	関数
categoria	カテゴリー
categoria	区分
categoria	カテゴリ
categoria	分類
nivel	レベル
web	web
web	ウェブ
top	top
top	上部
top	トップ
mihail	ミハイル
mihail	ミヒャエル
mihail	マイケル
biserică	チャーチ
biserică	教会堂
biserică	教会
realizat	実現
realizat	達成
cartea	書物
cartea	ブック
filme	映画
noua	new
noua	新しい
noua	新規
căsătorit	既婚
png	png
muzeul	美術館
muzeul	博物館
city	シティ
city	都市
odată	一度
luptă	バトル
luptă	戦闘
luptă	戦い
luptă	ファイト
unit	ユナイテッド
luni	ヶ月
luni	months
luni	月曜日
zone	ゾーン
radio	ラジオ
deja	すでに
deja	既に
monument	モニュメント
monument	記念碑
moment	moment
moment	瞬間
moment	モーメント
componenta	コンポーネント
cantonul	広東
cantonul	カントン
vârsta	age
vârsta	年齢
toți	all
toți	すべて
bază	塩基
bază	base
bază	ベース
ultima	最終
ultima	ラスト
ultima	最後
origine	原点
origine	語源
origine	由来
origine	起源
recensământ	国勢調査
actor	俳優
literatură	文学
literatură	文芸
anderson	アンダーソン
veche	古い
veche	オールド
timișoara	ティミショアラ
les	les
guvernul	政府
estul	イースト
estul	東部
total	合計
japonia	日本
petru	ペーター
petru	peter
petru	ピーター
conte	カウント
conte	コンテ
alba	アルバ
bavaria	バイエルン
roma	ローマ
roma	ロマ
roma	ローマ
cupa	カップ
cupa	コップ
cupa	cup
bătălia	バトル
bătălia	戦闘
bătălia	戦い
membri	メンバー
membri	メンバ
calitate	品質
calitate	クオリティ
calitate	画質
calitate	quality
scrie	書き込み
scrie	書く
scrie	書き込む
euro	ユーロ
uniunii	ユニオン
scurt	短い
scurt	ショート
mama	ママ
mama	おかあさん
mama	母親
creat	作成
campionatul	チャンピオンシップ
campionatul	選手権
del	del
del	デル
locuri	場所
locuri	スポット
locuri	座席
uri	uri
mănăstirea	修道院
mănăstirea	僧院
america	アメリカ
produs	製品
produs	プロダクト
ultimul	最終
ultimul	ラスト
ultimul	最後
președintele	大統領
președintele	プレジデント
președintele	社長
radu	ラドゥ
brazilia	ブラジル
suceava	スチャヴァ
james	ジェームス
james	ジェームズ
surse	ソース
surse	出典
obicei	習慣
compania	会社
etnic	民族
echipe	チーム
sezonul	季節
sezonul	シーズン
central	中央
central	セントラル
dan	ダン
dan	dan
unii	いくつか
unii	一部
unii	いくらか
liga	リーグ
rol	役割
india	インド
uniunea	ユニオン
obținut	達成
cărți	カード
cărți	書物
cărți	帳簿
cărți	書籍
opera	opera
opera	オペラ
rock	ロック
zonă	ゾーン
zonă	zone
zonă	面積
zonă	領域
zonă	エリア
stil	スタイル
pus	put
video	ビデオ
video	動画
teatru	劇場
teatru	シアター
teatru	演劇
teatru	演劇
teatru	劇場
ziarul	新聞紙
ziarul	新聞
www	www
militară	軍事
militară	軍隊
post	ポスト
post	投稿
mureș	ムレシュ
plus	プラス
richard	リチャード
richard	リヒャルト
china	中国
china	チャイナ
codul	コード
codul	符号
scopul	aim
scopul	目的
scopul	ゴール
grupul	集団
grupul	グループ
victor	ヴィクター
victor	ビクター
michael	ミヒャエル
michael	マイケル
londra	ロンドン
poziția	位置
poziția	ポジション
poziția	役職
poziția	見出し
charles	シャルル
albumul	アルバム
șase	シックス
șase	six
director	監督
director	ディレクター
director	取締役
director	ディレクトリ
website	ウェブサイト
militar	軍事
militar	軍隊
originală	オリジナル
state	都道府県
state	状態
pop	ポップ
pop	pop
azi	トゥデイ
azi	今日
uneori	時々
uneori	ときどき
university	大学
bar	バール
bar	バー
henric	ヘンリー
jumătate	半分
jumătate	ハーフ
capitala	資本
capitala	首都
capitala	キャピタル
fizice	フィジカル
fizice	物理
mexico	メキシコ
activitate	アクティビティ
mesa	メサ
sfântul	セイント
sfântul	聖人
metri	メートル
metri	メートル
metri	メーター
imperiului	帝国
imperiului	帝政
imperiului	エンパイア
centrală	中央
centrală	セントラル
vii	vii
singur	シングル
singur	独身
singur	孤独
singur	寂しい
public	公衆
public	公開
public	パブリック
nevoie	ニーズ
oamenii	ヒト
oamenii	ピープル
caz	ケース
televiziune	テレビ
curtea	法廷
curtea	コート
curtea	裁判所
probleme	トラブル
probleme	問題
probleme	問題
publice	公衆
publice	公開
publice	パブリック
plan	計画
plan	プラン
naturale	自然
naturale	ナチュラル
facultatea	カレッジ
facultatea	大学
facultatea	学部
facultatea	教職員
pământ	地球
pământ	アース
pământ	ランド
pământ	土地
houten	ハウテン
principale	メイン
prim	素数
prim	プライム
prim	プリム
arte	arts
arte	芸術
alți	その他
seria	シリーズ
dezvoltarea	発達
dezvoltarea	開発
direct	まっすぐ
direct	ストレート
direct	ダイレクト
direct	直接
șef	チーフ
palatul	宮殿
termenul	用語
altele	その他
altele	他の
altele	その他
carte	書物
carte	ブック
auto	自動
auto	オート
africa	アフリカ
religie	宗教
minor	マイナー
conducerea	経営
conducerea	マネジメント
conducerea	マネージメント
conducerea	管理
conducerea	リーダーシップ
asia	アジア
final	終了
final	エンド
final	最終
final	決勝
final	ファイナル
para	ナシ
para	pear
para	パラ
următoarea	next
părți	パーツ
părți	部品
părți	当事者
părți	パーティ
părți	パーティー
fratele	兄弟
fratele	ブラザー
membrii	メンバー
membrii	メンバ
acord	協定
acord	合意
ambele	両方
teatrul	劇場
teatrul	シアター
teatrul	演劇
teatrul	演劇
teatrul	劇場
stânga	左側
press	プレス
traducere	翻訳
ludovic	ルイス
ludovic	ルイ
dumnezeu	ゴッド
momentul	moment
momentul	瞬間
momentul	モーメント
drumul	道路
evenimente	イベント
evenimente	行事
district	地区
district	ディストリクト
luna	ルナ
luna	ムーン
luna	月間
publică	公衆
publică	公開
publică	パブリック
publică	公開
arad	arad
poet	詩人
poet	歌人
peter	ペーター
peter	peter
peter	ピーター
victoria	ビクトリア
victoria	ヴィクトリア
sovietică	ソビエト
nivelul	レベル
rus	ロシア
poartă	ゲート
poartă	着る
poartă	摩耗
martin	マーティン
martin	マーチン
observatorul	天文台
observatorul	オブザーバー
observatorul	オブザーバ
adrian	エイドリアン
https	https
romane	小説
continuat	続き
continuat	継続
pas	step
pas	ステップ
pas	pas
united	ユナイテッド
biserici	教会
berlin	ベルリン
proiectului	プロジェクト
lumina	軽い
lumina	明るい
lumina	ライト
elemente	アイテム
elemente	品物
elemente	要素
elemente	元素
elemente	エレメント
piatră	ストーン
piatră	ロック
produse	製品
produse	プロダクト
produse	プロダクト
produse	商品
produse	製品
romania	ルーマニア
thomas	トマス
thomas	トーマス
sec	sec
piese	トラック
piese	パーツ
piese	部品
piața	市場
piața	マーケット
muzica	ミュージック
muzica	音楽
casă	ハウス
casă	自宅
casă	ホーム
casă	帰宅
afaceri	営業
afaceri	事業
afaceri	ビジネス
vestul	ウエスト
vestul	西部
vestul	ウェスト
legătură	リンク
grecia	ギリシャ
liber	フリー
liber	無料
liber	自由
înseamnă	手段
pagini	ページ
national	国民
national	ナショナル
moscova	モスクワ
linia	直線
linia	ライン
medie	平均
medie	ミディアム
medie	メディア
medie	平均
medie	意地悪
sovietice	ソビエト
puterea	体力
puterea	強度
puterea	権力
puterea	パワー
puternic	強い
puternic	濃い
puternic	パワフル
oficială	公式
oficială	職員
legea	法律
legea	法学
pierdut	ロスト
colspan	colspan
afara	アウト
loneos	loneos
cariera	経歴
cariera	キャリア
rezultat	結果
structura	構造
structura	構成
constanța	コンスタンツァ
nordul	ノース
nordul	ノーザン
nordul	北方
nordul	北部
ușor	イージー
ușor	易しい
ușor	やさしい
ușor	簡単
ușor	あまり
putere	体力
putere	強度
putere	権力
putere	パワー
adevărul	真実
adevărul	真理
xviii	xviii
black	黒い
black	ブラック
ediția	edition
ediția	エディション
castelul	キャッスル
fiu	息子
naturală	自然
naturală	ナチュラル
importantă	重要
cetatea	要塞
cetatea	城塞
poltava	ポルタヴァ
suprafața	表面
suprafața	曲面
premii	受賞
premii	表彰
premii	懸賞
premii	賞品
puncte	ドット
puncte	ポイント
prințul	プリンス
social	ソーシャル
rapid	クイック
rapid	速い
rapid	高速
generalul	全般
generalul	一般
generalul	将軍
femei	女性
international	インターナショナル
international	国際
descrierea	説明
descrierea	解説
școală	学校
școală	スクール
original	オリジナル
șapte	seven
șapte	セブン
plante	植物
kiev	キエフ
ediție	edition
ediție	エディション
locale	ローカル
locale	地元
bacău	バカウ
ocupat	忙しい
ocupat	ビジー
ocupat	占領
adesea	頻繁
adesea	しばしば
volumul	音量
volumul	ボリューム
volumul	体積
louis	ルイス
louis	ルイ
australia	オーストラリア
continuă	続行
continuă	continue
continuă	続ける
referințe	参考文献
referințe	参照
referințe	リファレンス
online	オンライン
media	メディア
permite	許可
simplu	シンプル
simplu	簡単
simplu	単純
imediat	直ちに
canada	カナダ
punctul	ポイント
wilhelm	ヴィルヘルム
sociale	ソーシャル
grigore	グレゴリー
planet	惑星
deasupra	上の
deasupra	上記
joseph	ヨセフ
case	ケース
case	家屋
art	art
art	アート
art	芸術
art	美術
stabilit	設立
politician	政治家
scurtă	短い
scurtă	ショート
detalii	詳細
detalii	ディテール
internet	インターネット
real	real
real	本物
real	リアル
cultura	文化
cultura	カルチャー
romanul	小説
problema	問題
volume	ボリューム
volume	体積
americană	アメリカン
țările	国々
mesaj	メッセージ
mesaj	伝言
hartă	地図
hartă	マップ
internațională	インターナショナル
internațională	国際
academia	アカデミー
legate	関連
persoană	人物
complet	コンプリート
complet	完備
major	少佐
major	メジャー
major	専攻
totală	合計
cultură	文化
cultură	カルチャー
obiective	目的
obiective	ゴール
obiective	目標
obiective	ターゲット
actriță	女優
actriță	俳優
măsură	計測
măsură	測定
abu	アブー
catolică	カトリック
deschis	オープン
deschis	開館
deschis	開く
joc	ゲーム
parcul	パーク
parcul	公園
stare	近況
stare	ステータス
stare	都道府県
stare	状態
stare	状態
stare	条件
ferdinand	フェルディナンド
fizică	フィジカル
fizică	物理
man	男性
man	man
procesul	過程
procesul	プロセス
procesul	公判
procesul	トライアル
procesul	審判
procesul	裁判
unități	単位
unități	ユニット
cale	パス
cale	ケイル
clasa	階級
clasa	クラス
lipsa	欠如
lipsa	不足
proiect	プロジェクト
formează	ダイアル
formează	ダイヤル
santa	サンタ
pune	put
naștere	誕生
calea	パス
stadion	スタジアム
departe	away
departe	アウェイ
roșu	赤い
roșu	赤色
roșu	レッド
articolele	記事
articolele	冠詞
lupta	ファイティング
lupta	ファイト
neamț	ネアムツ
epoca	紀元
epoca	エポック
drosophila	ショウジョウバエ
împăratul	エンペラー
împăratul	皇帝
împăratul	天皇
divizia	師団
divizia	ディビジョン
metal	メタル
metal	金属
monumente	モニュメント
monumente	記念碑
muhammad	ムハンマド
dezvoltare	発達
dezvoltare	開発
cursul	コース
construcție	建設
alb	白い
alb	ホワイト
bulgari	ブルガリア
verde	グリーン
verde	緑色
urmează	フォロー
debit	フロー
debit	流れ
hunedoara	フネドアラ
arată	ショー
acțiune	アクション
include	含める
include	含む
obține	ゲット
obține	get
league	リーグ
daniel	ダニエル
destul	十分
jurnalul	ジャーナル
jurnalul	日記
jurnalul	日記
argeș	アルジェシュ
turistice	ツーリスト
turistice	観光
live	ライブ
live	生きる
situația	状況
situația	シチュエーション
negru	黒い
negru	ブラック
omul	男性
omul	man
interes	利子
interes	利息
știință	サイエンス
știință	科学
acordat	付与
alții	他の
alții	その他
teoria	セオリー
teoria	理論
folosește	使用
valoare	バリュー
valoare	価額
civil	文官
armată	軍事
armată	軍隊
armată	アーミー
armată	軍隊
armată	陸軍
modul	モード
modul	モジュール
albert	アルベルト
albert	アルバート
sursă	ソース
sursă	出典
per	単価
italian	イタリアン
schimb	交換
schimb	スワップ
singură	シングル
singură	独身
craiova	craiova
culoare	カラー
culoare	カラー
chitară	ギター
muncă	作業
muncă	仕事
muncă	ワーク
model	モデル
model	テンプレート
trece	パス
găsește	find
studio	スタジオ
materiale	素材
materiale	材料
materiale	マテリアル
materiale	材料
materiale	素材
populară	人気
populară	ポピュラー
frederic	フレデリック
frederic	フリードリヒ
corpul	本文
corpul	身体
corpul	本体
corpul	ボディ
elena	エレナ
populare	人気
populare	ポピュラー
silla	新羅
ideea	アイデア
ideea	観念
ideea	アイディア
autori	作家
autori	著者
autori	作者
diagrama	ダイアグラム
cercetare	研究
cercetare	リサーチ
actual	現在
companie	会社
crimeea	クリミア半島
crimeea	クリミア半島
controlul	コントロール
california	カリフォルニア
artist	芸術家
artist	アーティスト
pace	ピース
pace	平和
galați	ガラツィ
societatea	社会
comitat	シャイア
sens	センス
sens	感覚
formula	公式
formula	数式
meci	マッチ
meci	一致
contra	コントラ
contra	カウンタ
contra	カウンター
contra	反対
buzău	ブザウ
apariția	出現
utilizator	ユーザー
utilizator	ユーザ
suedia	スウェーデン
locuitorii	住民
prințesa	王女
prințesa	プリンセス
comunitatea	コミュニティ
comunitatea	コミュニティー
cap	head
cap	ヘッド
cap	頭部
cap	cap
cap	キャップ
echipă	チーム
cuvinte	言葉
cuvinte	単語
colaborare	コラボレーション
colaborare	コラボ
jocurile	ゲーム
literatura	文学
literatura	文芸
mijlocul	mid
personal	パーソナル
personal	個人
personal	人材
personal	職員
personal	スタッフ
regizor	監督
regizor	ディレクター
regizor	取締役
albă	白い
albă	ホワイト
cine	who
star	スター
star	恒星
star	star
marie	マリー
muzical	ミュージカル
situl	サイト
situl	敷地
antrenor	トレーナー
antrenor	コーチ
antrenor	コーチング
atac	攻撃
atac	進撃
atac	アサルト
atac	暴行
copil	ベイビー
copil	赤ちゃん
copil	子供
copil	児童
discuri	レコード
port	港湾
port	ポート
numere	数字
numere	数値
scrise	筆記
clubul	クラブ
clubul	棍棒
romi	ロマ
romi	ローマ
infanterie	歩兵
pierre	ピエール
pagină	ページ
xvi	xvi
cineva	誰か
europei	欧州
europei	ヨーロッパ
voce	ボイス
voce	音声
liberă	フリー
liberă	無料
liberă	自由
greu	重い
greu	ヘビー
greu	一生懸命
greu	ハード
greu	難しい
greu	タフ
greu	厳しい
rezoluție	解像度
proiectul	プロジェクト
olanda	オランダ
olanda	オランダ
henry	ヘンリー
finală	最終
finală	決勝
finală	ファイナル
israel	イスラエル
intrarea	エントリー
intrarea	エントリ
intrarea	入学
intrarea	玄関
intrarea	入口
intrarea	入り口
vară	summer
vară	サマー
compozitor	作曲家
versiunea	バージョン
vladimir	ウラジーミル
motiv	動機
motiv	理由
motiv	理性
neagră	黒い
neagră	ブラック
popular	人気
popular	ポピュラー
existența	存在
papa	教皇
altfel	さもなければ
sport	スポーツ
sport	スポーツ
ministrul	公使
ministrul	大臣
poloniei	ポーランド
creșterea	成長
creșterea	発育
plasa	net
plasa	ネット
scrisă	筆記
generale	全般
generale	一般
generale	将軍
filip	フィリップ
subiect	話題
subiect	トピック
subiect	主体
subiect	件名
politica	ポリシー
politica	政策
politica	方針
politica	政治
comitate	カウンティ
zece	テン
zece	ten
insulele	諸島
park	パーク
park	公園
arta	art
arta	アート
arta	芸術
arta	美術
pictor	画家
gradul	学位
gradul	ランク
autorul	作家
autorul	著者
autorul	作者
ora	オラ
ora	時間
ora	タイム
ora	時間
posibil	可能性
onoare	名誉
onoare	名誉
înalt	高い
joacă	遊ぶ
joacă	プレイ
joacă	遊び
continuare	続行
continuare	続き
continuare	継続
continuare	続編
ore	時間
moarte	デス
vremea	天候
vremea	天気
vremea	気象
monumentul	モニュメント
monumentul	記念碑
forme	フォーム
forme	形態
forme	形状
forme	シェイプ
program	プログラム
program	プログラム
program	日程
program	スケジュール
alegerile	選挙
linie	直線
linie	ライン
lungă	長い
lungă	ロング
producție	製作
producție	生産
producție	プロダクション
urban	アーバン
strada	ストリート
strada	通り
viii	viii
drum	道路
lung	長い
lung	ロング
festivalul	フェスティバル
festivalul	祭事
festivalul	祭り
festivalul	お祭り
alta	アルタ
tipuri	種類
primii	ファースト
primii	最初
versuri	歌詞
versuri	作詞
steaua	スター
steaua	恒星
steaua	star
jucător	プレイヤー
jucător	プレーヤー
sursa	ソース
sursa	出典
christian	クリスチャン
christian	キリスト教
christian	キリスト教徒
west	ウエスト
west	西部
west	ウェスト
distanță	距離
distanță	リモート
clădirea	建物
biblioteca	図書館
biblioteca	ライブラリ
formate	フォーマット
formate	書式
piatra	ストーン
piatra	ロック
termen	用語
valoarea	バリュー
valoarea	価額
miniatura	ミニチュア
miniatura	サムネイル
don	ドン
rio	リオ
alpi	アルプス山脈
alpi	アルプス
doctor	医師
doctor	ドクター
doctor	先生
doctor	医者
drepturile	権利
emir	アミール
emir	アミール
turnul	タワー
