que	那個
equip	球隊
equip	隊伍
amèrica	美洲
amèrica	美國
amèrica	美洲
ara	ara
ara	現在
qui	誰
dir	dir
punt	角
punt	點
algunes	一些
algunes	有些
regne	王國
regne	國度
john	john
actualment	目前
cas	案例
cas	個案
cas	案件
unitats	各單位
unitats	單元
unitats	單位
causa	原因
activitats	活動
president	總統
president	主席
exèrcit	集團軍
exèrcit	軍隊
exèrcit	軍
exèrcit	陸軍
música	音樂
aigua	飲水
aigua	水
increment	增加
increment	提高
llavors	那
llavors	然後
llavors	那麼
llavors	種子
llavors	籽
conegut	已知
conegut	相識
conegut	熟人
terra	地球
terra	大地
gray	灰色
gray	灰
saint	聖人
saint	聖
època	紀元
barra	酒吧
barra	bar
sèrie	系列
art	美術
art	art
art	藝術品
art	藝術
club	幫會
club	club
club	俱樂部
càrrec	電荷
càrrec	充電
càrrec	收費
etapa	舞台
etapa	階段
rgb	rgb
república	共和國
república	共和
parís	巴黎
ordre	命令
ordre	指揮
ordre	訂單
ordre	命令
ordre	秩序
ordre	訂購
ordre	順序
llista	名單
llista	清單
llista	列表
cet	cet
important	重要
segon	第二
segon	秒
europa	歐洲
cal	cal
servei	服務
gridcolor	gridcolor
serveis	服務業
serveis	服務
alemanya	德國
piràmide	金字塔
lightgrey	lightgrey
darkgrey	darkgrey
sfondo	sfondo
antic	老
antic	舊的
antic	舊
antic	老了
plaça	正方形
plaça	平方
plaça	方塊
plaça	方形
plaça	廣場
plaça	plaza
plaça	廣場
comtat	郡
comtat	縣
pare	父親
pare	神父
pare	父
pare	家長
pare	父母
informació	資訊
mar	大海
mar	海上
mar	海
actual	電流
actual	現任
actual	目前
castell	城堡
castell	castle
castell	城
york	約克
països	國家
països	各國
moment	時刻
tal	tal
illa	海島
illa	島嶼
illa	島
període	期間
territori	領地
territori	領土
londres	倫敦
internacional	國際
premis	頒獎
premis	獎勵
premis	獎
premis	獎品
josep	約瑟夫
josep	joseph
josep	約瑟
center	中心
museu	博物館
edats	年齡
districte	區
districte	地區
dies	日子
dies	天數
camp	欄位
camp	露營
camp	難民營
camp	營
camp	營地
llengua	舌頭
llengua	舌
llengua	語言
llengua	語
llengua	語文
base	基地
base	基礎
base	基數
base	基礎
base	依據
llarg	久
llarg	長
capital	資本
capital	首都
alt	高
diagrama	圖表
diagrama	圖
diagrama	圖表
diagrama	圖
edifici	大樓
edifici	建築
edifici	建築物
línia	line
línia	線
línia	線路
política	政策
política	政治學
política	政治
metres	公尺
metres	米
metres	公尺
finalment	終於
francisco	francisco
costat	一面
costat	側
planta	廠
planta	植物
planta	工廠
gènere	類型
gènere	流派
gènere	性別
mateixa	相同
vegades	時代
vegades	times
vegades	時報
majoria	多數
natural	自然
natural	天然
unió	聯盟
unió	工會
tard	晚
tard	遲到
tard	遲
aconseguir	獲取
aconseguir	獲得
aconseguir	得到
veure	見
director	主任
director	導演
director	司長
director	校長
força	力氣
força	強度
força	實力
força	力量
força	體力
força	武力
codi	密碼
codi	編碼
codi	碼
distribució	分布
distribució	分配
distribució	分銷
origen	出處
origen	原產地
origen	起源
cos	屍體
cos	體
cos	身體
primers	首先
primers	第一
espècies	魚種
espècies	物種
william	威廉
cases	房屋
cases	房子
batalla	戰
batalla	戰役
batalla	戰鬥
sol	太陽
sol	孫
sol	珊
sol	陽光
suport	支援
classificació	分類
itàlia	義大利
fiscals	檢察官
pere	彼得
pere	peter
top	頂
top	top
top	頂端
top	熱門
top	最高
califòrnia	加利福尼亞
califòrnia	加州
cop	cop
fitxer	文件
fitxer	檔案
peix	魚類
peix	魚
peix	魚兒
militar	軍方
militar	軍事
popular	熱門
popular	流行
popular	受歡迎
popular	人氣
temporada	季
temporada	季節
treball	工作
treball	工作
vila	vila
mare	母后
mare	母親
estudis	研究
eleccions	選舉
articles	文章
polític	政客
polític	政治家
conjunt	設
conjunt	集
conjunt	設定
llibre	圖書
llibre	書
llibre	書籍
roma	羅馬
estil	style
estil	樣式
estil	風格
moviment	運動
imperi	帝國
divisió	組織
membre	會員
membre	成員
sempre	始終
sempre	永遠
sempre	總是
porta	門
porta	porta
teatre	電影院
teatre	劇場
teatre	戲劇
teatre	劇院
teatre	戲院
teatre	劇場
teatre	戰區
teatre	戲劇
teatre	劇院
teatre	戲院
membres	成員
resta	減法
moltes	許多
acord	協定
acord	協議
jocs	games
jocs	遊戲
rebre	接收
rebre	接收
illes	群島
illes	島嶼
avui	今日
avui	今天
http	http
alta	高
posició	職位
posició	位置
posició	立場
format	格式
format	形式
format	格式化
espanyol	西班牙文
espanyol	西班牙語
sovint	時常
sovint	常常
sovint	經常
comte	數
comte	伯爵
comte	數數
comte	計數
canvi	改變
canvi	更改
canvi	變更
canvi	變
opció	選項
germà	弟弟
germà	哥
germà	師兄
germà	哥哥
germà	兄弟
comunes	常見
comunes	通用
comunes	共同
material	物料
material	材質
material	材料
superior	優越
superior	上級
pas	台階
pas	步驟
pas	步
nivell	層次
nivell	級別
nivell	等級
nivell	三級
nivell	關卡
valència	valencia
crear	創建
consell	安理會
consell	提示
creu	十字架
creu	cross
creu	十字
creu	交叉
ben	ben
ben	本
ben	奔
futbol	足球
futbol	美式足球
futbol	橄欖球
interior	內政
interior	內部
interior	內地
finals	決賽
paper	紙
paper	紙張
paper	論文
entorn	環境
únic	獨特
únic	獨一無二
institut	研究所
àfrica	非洲
cultura	文化
baix	低低
baix	低
mitjançant	透過
mitjançant	通過
espai	太空
espai	空間
equips	團隊
equips	球隊
equips	隊伍
pau	平安
pau	和平
pau	pau
qualsevol	任何
civil	民事
torre	tower
torre	塔
torre	塔台
comerç	貿易
carrer	街頭
carrer	街道
carrer	街
direcció	方向
nens	小孩
nens	兒童
elements	項目
elements	元素
elements	要件
mapa	地圖
especialment	尤其
especialment	尤其是
versió	版
versió	版本
dret	右
municipal	市政
vall	河谷
vall	谷
vall	山谷
vall	谷地
local	當地
local	局部
local	本地
guanyar	贏了
guanyar	勝利
guanyar	贏
guanyar	win
desenvolupament	發展
vertical	垂直
vertical	縱向
set	七七
set	七個
set	七
set	seven
set	渴了
set	渴
set	口渴
grups	群組
grups	團體
campionat	錦標賽
pla	計劃
pla	計畫
original	原文
original	原件
original	原創
original	原始
original	原
déu	神
projecte	項目
vers	詩句
situació	情況
carrera	職業
alemany	德文
alemany	德語
oriental	東方
filla	女兒
societat	社會
sis	六
sis	六個
bisbe	主教
bisbe	bishop
real	real
real	真實
èxit	成功
social	社會
social	社交
relació	戀愛
relació	感情
relació	關係
carles	charles
dona	女人
dona	女
dona	女子
punts	點
punts	點數
punts	積分
densitat	密度
clubs	俱樂部
clubs	梅花
imatge	影象
imatge	影像
imatge	圖片
producció	製作
producció	產量
producció	生產
pedra	stone
pedra	石
pedra	斯通
pedra	石頭
tracta	對待
home	人
home	男人
home	man
resultats	成果
resultats	結果
california	加利福尼亞
california	加州
econòmiques	經濟
automòbils	車
automòbils	汽車
escut	盾牌
autor	作者
cantó	縣
productes	商品
productes	產品
estructura	結構
lliga	聯盟
lliga	同盟
lliga	聯賽
ciutats	城市
gairebé	幾乎
categoria	類別
partits	匹配
partits	火柴
estudi	研究
estudi	學習
estudi	錄音室
estudi	studio
estudi	工作室
muntanya	山
muntanya	山區
muntanya	山地
estudiant	學習
estudiant	學生
sobretot	尤其
sobretot	尤其是
longitud	長度
longitud	經度
academy	學院
reparació	修復
reparació	維修
reparació	修理
reparació	修繕
propietaris	所有者
propietaris	業主
lluís	louis
lluís	路易
lluís	路易斯
fons	fons
fons	下方
fons	底
fons	底部
fons	底下
milions	百萬
milions	百萬
revista	雜誌
familiars	親屬
familiars	親戚
jove	年輕
jove	young
bottom	下方
bottom	底
bottom	底部
bottom	底下
detall	細節
detall	詳細
detall	詳情
elaboració	籌備
sur	sur
sexe	性別
sexe	性愛
sexe	性行為
sexe	性
camí	路徑
emperador	皇帝
emperador	天皇
estadístiques	統計數字
campió	冠軍
control	控制權
control	控制
llei	法律
interès	興趣
interès	利息
gràfic	圖表
gràfic	圖
fan	樊
fan	粉絲
fan	風扇
fan	範
defensa	辯護
defensa	國防
defensa	防禦
defensa	防守
defensa	防衛
defensa	國防
defensa	防衛
llocs	地方
llocs	地點
mai	mai
mai	邁
mai	從未
mai	從不
mai	從來沒有
ministre	大臣
ministre	部長
alçada	身高
alçada	高度
gràfica	圖表
gràfica	圖形
gràfica	圖
funció	功能
funció	職能
funció	函數
dècada	十年
activitat	動態
activitat	活動
anterior	先前
tour	游
tour	遊覽
tour	導覽
tour	旅遊
ella	她
ella	她的
mèxic	墨西哥
públic	觀眾
públic	公眾
públic	公開
programa	方案
programa	程式
programa	方案
façana	外觀
jaume	james
jaume	詹姆士
jaume	jaume
francesc	francesc
cinema	電影院
cinema	電影
cinema	戲院
juan	juan
petita	小型
petita	小
tropes	部隊
construir	建
construir	建立
fundació	基金會
esquerra	左側
esquerra	左
esquerra	左翼
esquerra	左邊
patrimoni	遺產
referència	參考
zones	地區
hall	廳
hall	霍爾
hall	大廳
hall	hall
àrea	面積
àrea	地區
àrea	區域
àrea	區
imagesize	imagesize
medalla	獎章
medalla	勳章
medalla	獎牌
timeaxis	timeaxis
plotarea	plotarea
scalemajor	scalemajor
dateformat	dateformat
massa	質量
massa	彌撒
alignbars	alignbars
pos	pos
veu	語音
veu	嗓子
veu	聲音
pobresa	貧窮
pobresa	貧困
brasil	巴西
scaleminor	scaleminor
formació	培訓
formació	訓練
backgroundcolors	backgroundcolors
organització	組織
resultat	結果
anglaterra	英國
anglaterra	英格蘭
possible	可能
duc	公爵
mesos	月
mesos	月份
terres	土地
terres	terres
evolucionat	進化
professor	教授
musical	音樂
musical	音樂劇
ingressos	收入
joc	game
joc	比賽
joc	博弈
joc	遊戲
mas	mas
robert	羅伯特
robert	robert
llengües	語言
llengües	語文
comune	comune
transport	運輸
transport	交通
transport	運輸
transport	交通
jean	讓
jean	jean
creació	創作
creació	創建
creació	創造
creació	建立
grec	希臘文
grec	希臘
príncep	王子
príncep	太子
príncep	親王
model	模範
model	示範
model	模型
model	型號
model	模特兒
tercer	第三
jugador	球員
jugador	玩家
municipis	市政府
municipis	市鎮
llindar	門檻
pàrquing	停車位
pàrquing	停車場
victòria	勝利
victòria	維多利亞
victòria	victoria
restauració	修復
restauració	恢復
restauració	復原
principis	原則
rússia	俄
rússia	俄國
rússia	俄羅斯
llogaters	租戶
llogaters	房客
llogaters	住戶
tractat	條約
david	大衛
david	david
escriptor	作家
escriptor	作者
escriptor	編劇
jordi	jordi
naixement	出生
estiu	summer
estiu	夏日
estiu	夏季
estiu	暑假
estiu	夏天
nelson	nelson
índia	印度
orde	訂單
orde	命令
orde	秩序
orde	訂購
orde	順序
parts	部件
parts	零件
residències	住宅
residències	官邸
italià	義大利文
italià	義大利
antonio	antonio
mestre	主人
mestre	大師
mestre	師父
mestre	師傅
xina	中國
tanmateix	然而
plantes	植物
fabricació	製造業
fabricació	製造
fabricació	生產
fabricació	製造業
fabricació	製造
permet	允許
permet	容許
explotacions	農場
explotacions	農莊
romà	roman
número	數字
número	數
número	號碼
número	編號
ruta	路線
ruta	ruta
entrada	入境
caràcter	字元
caràcter	人物
caràcter	角色
caràcter	性格
caràcter	品格
companyia	公司
deu	十
deu	十個
deu	ten
port	埠
port	港口
port	港
portar	攜帶
conca	盆地
conca	海盆
conca	流域
conca	盆
parc	樸
parc	公園
festival	節
festival	節慶
festival	節日
arts	藝術
ramon	ramon
gratuït	free
gratuït	自由
gratuït	免費
mitjans	媒體
mitjans	媒介
drets	權利
llibres	圖書
llibres	書
llibres	書籍
inclou	包括
governador	省長
governador	總督
governador	州長
compositor	作曲家
tercera	第三
capella	禮拜堂
personatges	字元
personatges	角色
teoria	理論
teoria	論
comunicació	通訊
comunicació	溝通
llum	光線
llum	光
llum	燈光
llum	輕
llum	光明
blanc	white
blanc	白
blanc	白色
meitat	一半
meitat	半
meitat	半數
kitt	kitt
lliure	free
lliure	自由
lliure	免費
mans	芒
aleshores	那
aleshores	然後
aleshores	那麼
presència	存在
televisió	電視機
televisió	電視
televisió	電視台
últim	上次
últim	最後
tema	題目
tema	話題
tema	專題
tema	主題
tema	專題
tema	主題
humans	人類
humans	人類
estació	站
estació	車站
associació	結社
associació	協會
pintor	畫師
pintor	畫家
menor	未成年
japó	日本
objectiu	目標
marc	marc
marc	幀
marc	框框
marc	框架
marc	框
national	national
national	國家
acció	動作
acció	行動
ocupació	職業
ocupació	佔領
mascles	男性
casos	案例
fonts	來源
noves	新
noves	新的
pont	橋
pont	艦橋
pont	大橋
pont	橋梁
pont	橋牌
imatges	影像
imatges	圖片
principi	原則
principi	原理
dreta	右
velocitat	速度
velocitat	速度
velocitat	速
valor	價值
valor	數值
valor	值
qualitat	素質
qualitat	品質
qualitat	優質
qualitat	質量
professional	專業
temple	神廟
temple	寺
temple	寺廟
temple	廟
temple	聖殿
vista	檢視
vista	瀏覽
museum	博物館
aquí	這裡
energia	能量
energia	能源
arc	弧
classe	階級
classe	類
classe	類別
classe	課堂
classe	班級
dinastia	朝代
dinastia	王朝
front	前面
front	陣線
macdonald	macdonald
prova	測試
prova	試驗
prova	測驗
prova	嘗試
prova	試試
barri	鄰里
recent	最近
recent	近期
monestir	修道院
monestir	寺院
animals	動物
via	通過
via	經由
wiley	wiley
parlament	國會
parlament	議會
educació	教育
educació	學歷
característiques	功能
característiques	特色
característiques	特徵
característiques	地物
característiques	特點
actor	男主角
actor	演員
influència	影響力
influència	影響
viure	活
viure	直播
viure	live
accés	存取
conté	含有
conté	包含
gent	人
gent	人們
gent	人民
especial	特別
xarxa	網路
xarxa	網
prentice	prentice
nucli	核心
nucli	core
nucli	核
nucli	核心
nucli	核心
mesura	測量
mesura	計量
mesura	衡量
mesura	度量
mesura	測量
mesura	度量
mesura	計量
mesura	衡量
mesura	量度
sala	房間
sala	房
literatura	文獻
literatura	文學
moyle	moyle
clima	氣候
selecció	挑選
selecció	選取
selecció	選擇
selecció	甄選
congrés	國會
papa	教皇
papa	教宗
sentit	感
von	von
fotografia	像片
fotografia	照片
fotografia	攝影
castellà	西班牙文
castellà	西班牙語
khan	可汗
khan	大汗
khan	khan
khan	汗
domini	藩
domini	網域
domini	域
domini	自治領
corona	日冕
corona	冕
corona	corona
aviat	不久
aviat	很快
fort	強大
fort	強壯
fort	強烈
fort	強
fort	堅強
canal	運河
canal	canal
canal	頻道
canal	海峽
canal	通道
honor	名譽
honor	榮譽
quantitat	金額
quantitat	款額
quantitat	數額
quantitat	數量
quantitat	量
nascut	生於
nascut	誕生
nascut	出生
nascut	天生
enric	亨利
enric	henry
life	生命
life	人生
life	生活
acadèmia	學院
cançó	歌曲
cançó	宋
cançó	首歌
cançó	歌
capacitat	容量
capacitat	能力
normalment	通常
normalment	通常
generalment	一般
catedral	大教堂
der	der
cor	心
cor	心臟
ocupar	佔據
ocupar	佔用
ocupar	佔領
noms	人名
noms	名稱
noms	姓名
sistemes	系統
disseny	設計
pintura	畫畫
pintura	畫
pintura	油畫
pintura	繪畫
svg	svg
coll	脖子
coll	頸
coll	頸部
senyor	sir
senyor	先生
senyor	主
hectàrees	公頃
biblioteca	圖書館
territoris	領土
rus	俄語
rus	俄文
genera	生成
genera	生成
formes	表格
formes	形狀
alcalde	市長
alcalde	鎮長
mes	月
mes	個月
mes	月份
recerca	研究
successor	繼任者
successor	繼任
carretera	公路
carretera	道路
carretera	路
relacions	關係
relacions	關係
fusta	木
fusta	木材
fusta	wood
fusta	木頭
llatí	拉丁
llatí	拉丁文
potser	或許
potser	也許
negre	黑
negre	black
negre	黑色
negre	黑人
publicat	出版
publicat	發表
publicat	張貼
xvi	十六
collette	collette
importància	重要
importància	重要性
paul	保羅
paul	paul
aigües	水域
independència	獨立
lleó	獅
lleó	獅子
respecte	尊敬
respecte	尊重
industrials	工業
etapes	階段
personatge	字元
personatge	人物
personatge	角色
personatge	性格
personatge	品格
aire	空中
aire	air
aire	航空
aire	空氣
editorial	出版社
editorial	出版商
editorial	社論
petites	小型
petites	小
fos	熔化
fos	融化
unitat	股
unitat	單元
unitat	單位
american	美式
atac	攻擊
atac	襲擊
atac	進攻
extrem	極端
extrem	極度
extrem	極限
plana	平面
plana	平
plana	公寓
diari	報紙
diari	報
diari	報章
diari	日誌
diari	日刊
diari	日記
diari	期刊
diari	日記
figura	圖
peces	曲目
peces	軌道
tècnica	技術
tècnica	技巧
diferència	差額
diferència	區別
diferència	差別
diferència	差異
lluita	摔跤
lluita	摔角
lluita	打架
lluita	打
lluita	戰鬥
orquestra	管弦樂隊
orquestra	樂團
òpera	opera
òpera	歌劇
àrab	阿拉伯文
àrab	阿拉伯語
volum	體積
volum	音量
reina	女王
reina	皇后
reina	queen
reina	王后
argentina	阿根廷
peixos	魚類
peixos	魚
peixos	魚兒
àlbum	相簿
àlbum	專輯
comercial	商用
comercial	商事
comercial	商業
exposició	展覽
exposició	展
exposició	展覽會
exposició	暴露
exposició	曝光
exposició	曝露
bandera	旗幟
bandera	國旗
bandera	旗
bandera	旗子
proves	測試
proves	測驗
proves	測試
proves	測驗
proves	檢驗
proves	試驗
equipaments	裝備
apartaments	公寓
berlín	柏林
berlín	berlin
nau	船
nau	船隻
nau	艦
nau	船舶
austràlia	澳大利亞
última	上次
última	最後
james	james
james	詹姆士
cançons	歌曲
cançons	歌
piano	鋼琴
maría	maría
maría	mary
maría	瑪麗
maría	瑪莉
posterior	後方
temes	主題
temes	題目
temes	議題
temes	專題
temes	主題
fets	事實
funcions	函數
economia	經濟
matrimoni	結婚
matrimoni	婚姻
independent	獨立
treballs	工作
tradició	傳統
federació	聯邦
charles	charles
escolars	學童
actriu	女主角
actriu	女演員
actriu	演員
formant	成型
formant	形成
inc	inc
mercat	市場
mercat	市場
evitar	避免
grau	等級
grau	年級
grau	grau
grau	度
grau	程度
grau	學位
compte	帳號
compte	帳戶
sector	部門
nit	夜晚
nit	晚上
nit	夜
llac	湖泊
llac	湖
motiu	理由
motiu	理性
motiu	原因
ajuda	幫助
ajuda	幫忙
condicions	用語
condicions	術語
condicions	條款
dur	難
dur	硬
dur	辛苦
comú	常見
comú	通用
comú	共同
efecte	特效
efecte	效果
efecte	效應
americà	美式
paraula	詞
paraula	word
paraula	單詞
paraula	字
paraula	單字
entitat	實體
muntanyes	山
muntanyes	山脈
muntanyes	山區
tradicional	傳統
poeta	詩人
net	淨
net	net
net	網
guillem	威廉
problema	問題
propietat	地產
propietat	屬性
propietat	財產
propietat	物業
canvis	變更
canvis	變動
canvis	變化
canvis	更改
freshwater	淡水
frontera	邊界
frontera	邊框
frontera	邊境
egipte	埃及
escrit	書寫
escrit	撰寫
diferent	不同
trobat	找到
trobat	發現
escala	比例尺
escala	規模
george	喬治
george	george
permetre	允許
permetre	容許
vuit	八個
vuit	八
passat	過往
passat	過去
revolució	革命
coberta	甲板
competició	競爭
competició	競賽
indústria	工業
indústria	產業
indústria	行業
indústria	業界
arquitectura	結構
arquitectura	架構
arquitectura	建築
luis	luis
peu	腳
peu	英尺
agrícola	農業
locals	當地
locals	局部
locals	本地
gen	gene
gen	基因
utilitzat	使用
realitat	現實
aquells	那些
armes	武器
armes	兵器
armes	槍支
armes	槍械
quarta	第四
martí	martin
martí	馬丁
mica	雲母
mica	mica
similar	類似
similar	相似
www	www
militars	軍方
militars	軍事
present	現任
pes	重量
pes	體重
pes	份量
edificis	建築
edificis	建築物
camps	田間
camps	田地
camps	欄位
camps	田野
autors	作者
festa	黨
festa	政黨
festa	宴會
festa	派對
festa	聚會
soldats	士兵
comissió	委員會
soviètica	蘇維埃
portugal	葡萄牙
exterior	外向
exterior	向外
canadà	加拿大
arxiu	檔案
arxiu	歸檔
arxiu	文件
arxiu	檔案
arribada	抵達
arribada	到達
màxim	最大值
màxim	最大限度
línies	線條
línies	線
àustria	奧地利
objectes	物體
objectes	天體
objectes	物件
marca	標記
marca	標示
marca	馬克
marca	mark
moderna	moderna
moderna	摩登
moderna	現代
moderna	近代
moderna	現代化
artistes	藝術家
artistes	藝人
entitats	實體
fase	階段
amor	戀愛
amor	愛
amor	love
amor	愛情
altitud	海拔
altitud	高度
ciències	科學
pis	下限
pis	地板
darrer	上次
darrer	最後
defunció	死亡
defunció	死神
hores	小時
cursa	比賽
cursa	賽跑
cursa	種族
cursa	競賽
doble	雙
doble	雙重
doble	雙倍
doble	加倍
àsia	亞洲
anderson	anderson
península	半島
distància	距離
econòmica	經濟
oscar	oscar
traducció	翻譯
termes	用語
termes	術語
termes	條款
joves	年輕
joves	young
normal	常態
normal	正常
felip	philip
hostatgeria	收容所
botiga	shop
botiga	購物
botiga	店鋪
botiga	店
botiga	商店
botiga	店
botiga	商店
richard	理查
richard	richard
tropical	熱帶
vots	選票
llarga	久
llarga	長
destaca	突顯
regions	區域
taula	表
industrial	工業
física	物理學
física	物理
element	元素
element	元件
element	要件
pàgines	頁
ferro	鋼鐵
ferro	鐵
artista	藝術家
artista	藝人
mida	大小
mida	體積
mida	尺寸
enciclopèdia	百科全書
secretari	秘書
socials	社會
socials	社交
objecte	天體
objecte	物件
directament	直接
esposa	妻子
materials	物料
materials	材料
retirar	撤回
retirar	收回
roca	岩
roca	岩石
roca	石頭
roca	rock
roca	搖滾
comercials	商用
comercials	商事
comercials	商業
marina	marina
usuari	使用者
cort	法庭
cort	法院
plata	銀色
plata	銀
plata	白銀
comandant	指揮官
comandant	司令
hivern	winter
hivern	冬
hivern	冬季
hivern	冬天
paraules	言語
paraules	詞語
paraules	字
paraules	詞
temperatura	氣溫
temperatura	溫度
temperatura	體溫
contingut	內容
suïssa	瑞士
evolució	演化
evolució	演變
evolució	進化
evolució	演進
representació	渲染
representació	代表性
comandament	命令
comandament	指揮
vora	邊緣
vora	邊界
vora	邊框
vora	邊境
cantant	singer
cantant	歌手
cantant	歌聲
cantant	唱歌
cantant	歌唱
existència	存在
llibertat	自由
llibertat	自由
plantilla	樣板
plantilla	模板
malaltia	病
malaltia	疾病
elemental	初等
rius	河流
michael	麥可
michael	michael
tron	王座
tron	王位
tron	寶座
torneig	錦標賽
salut	健康
crítica	批評
crítica	批判
crítica	批判
oficina	辦公
oficina	辦公室
oficina	辦事處
assassinat	謀殺
assassinat	謀殺案
assassinat	謀殺罪
marine	海事
efectes	特效
efectes	效應
efectes	影響
efectes	效果
hora	時辰
hora	小時
química	化學
estadi	體育館
estadi	運動場
estadi	球場
barranc	山溝
barranc	gully
barranc	溝渠
hospital	醫院
investigació	研究
escacs	象棋
escacs	棋
escacs	西洋棋
protecció	保護
publicació	出版物
publicació	出版
publicació	張貼
publicació	郵政
publicació	post
construït	建
construït	內建
carta	信
carta	來信
carta	字母
carta	信函
carta	信件
foc	消防
foc	火
foc	火焰
foc	火災
socialista	社會主義
grècia	希臘
viatge	旅行
viatge	行程
carlos	卡洛斯
carlos	carlos
resistència	阻力
resistència	電阻
resistència	抵抗
resistència	抵制
garcía	加西亞
garcía	加西亞
garcía	garcía
considerar	考慮
motor	引擎
motor	發動機
expedició	探險
àmbit	欄位
àmbit	面積
àmbit	地區
àmbit	區域
àmbit	區
colors	顏色
colors	色彩
colors	顏色
colors	色彩
sap	sap
sap	樹液
constitució	憲法
recuperar	檢索
federal	聯邦
torres	torres
mur	壁
mur	牆壁
mur	圍牆
mur	牆
escoles	學校
animal	動物
ràdio	電台
ràdio	廣播
ràdio	無線電廣播
ràdio	收音機
ràdio	廣播電台
ràdio	無線電
pierre	pierre
mètode	法
mètode	方法
mètode	辦法
mètode	方式
