dhe	और
vite	वर्ष
vite	साल
vite	वर्षों
vite	सालो
forcat	बलों
forcat	शक्तियां
sipërfaqja	हल
jug	दक्षिणी
jug	साउथ
jug	दक्षिण
atyre	उनसे
atyre	उनके
atyre	उनको
atyre	उन्हें
lidhur	कनेक्टेड
lidhur	कनेक्ट
ushtarake	मिलिट्री
ushtarake	सैनिक
ushtarake	फौजी
ushtarake	सैन्य
veri	उत्तर
papa	पोप
popullore	लोकप्रिय
numri	संख्या
numri	नंबर
numri	क्रमांक
atij	उससे
atij	उसको
atij	उसे
përveç	मगर
asaj	उसे
asaj	उसका
asaj	उसकी
asaj	उसके
vërtetë	असली
vërtetë	यथार्थ
vërtetë	रीयल
vërtetë	वास्तविक
vërtetë	रियल
vërtetë	सचमुच
vërtetë	वाकई
përdoret	प्रयुक्त
dha	दी
dha	दिया
botë	दुनिया
botë	विश्व
botë	जग
botë	संसार
spanjë	स्पेन
ndërkombëtare	अंतर्राष्ट्रीय
ndërkombëtare	अन्तर्राष्ट्रीय
ndërkombëtare	अंतरराष्ट्रीय
shqipëria	अल्बानिया
shqipëria	अल्बानियाई
sidomos	विशेषकर
tretë	तृतीय
tretë	तीसरे
tretë	तीसरा
veriore	उत्तरी
merr	लें
merr	ले
merr	लो
merr	पाएँ
merr	मिलेंगी
formë	आकृति
formë	आकार
formë	फ़ॉर्म
formë	प्रपत्र
formë	फॉर्म
formë	फार्म
formë	रूप
kisha	चर्च
kisha	गिरजाघर
kisha	चर्च
kisha	गिरिजाघर
veçantë	ख़ास
veçantë	विशेष
veçantë	खास
shteti	देश
shteti	अवस्था
shteti	स्टेट
shteti	स्थिति
shteti	राज्य
vende	स्थान
vende	सीटें
vende	सीटों
vende	सीटे
ndeshje	माचिस
ndeshje	मिलाएँ
ndeshje	मिलान
ndeshje	मैच
njerëzit	लोग
njerëzit	लोगों
ende	स्टिल
maqedonisë	मकदूनिया
shënoi	चिह्नित
fitoi	जीता
fitoi	जीते
fitoi	जीती
vendi	देश
vendi	जगह
vendi	स्थान
vendi	प्लेस
http	http
http	एचटीटीपी
faqe	गाल
faqe	पृष्ठ
faqe	पेज
faqe	पृष्ठ
faqe	पेज
faqe	पन्ने
faqe	पृष्ठों
jeta	जिंदगी
jeta	ज़िन्दगी
jeta	ज़िंदगी
jeta	जिन्दगी
jeta	जीवन
popullsia	जनसंख्या
popullsia	आबादी
popullsia	जनसांख्यिकी
kryetar	वक्ता
kryetar	अध्यक्ष
kryetar	स्पीकर
kryetar	मेयर
kryetar	महापौर
kryetar	चेयरमैन
kryetar	अध्यक्ष
luajtur	निभाई
shtëpi	घर
shtëpi	मकान
shtëpi	हाउस
shtëpi	मकानों
shtëpi	मकान
shtëpi	घरों
shtëpi	मुखपृष्ठ
shtëpi	गृह
shtëpi	होम
shtëpi	घर
gjuhë	भाषाएँ
gjuhë	भाषा
gjuhë	भाषाएं
gjuhë	जीभ
gjuhë	भाषा
historike	ऐतिहासिक
historike	ऐतिहासिक
fetare	धार्मिक
perëndimore	पश्चिम
perëndimore	वेस्ट
perëndimore	पश्चिमी
tri	त्रि
tri	ट्राई
tri	तीन
shembull	उदाहरण
ekonomike	आर्थिक
ekonomike	किफायती
tilla	ऐसी
tilla	ऐसे
saint	संत
plotë	फुल
plotë	पूर्ण
plotë	पूरा
rajoni	क्षेत्र
rajoni	प्रदेश
rajoni	जिला
rajoni	डिस्ट्रिक्ट
rajoni	जिलाध्यक्ष
rajoni	ज़िला
shkolla	विद्यालय
shkolla	स्कूल
shkolla	स्कूलों
shkolla	विद्यालय
shkolla	school
shkolla	स्कूल
afër	निकट
afër	बन्द
afër	करीब
afër	बंद
then	fail
then	फेल
then	असफल
drejt	सीधी
drejt	सीधे
drejt	सीधा
lindje	पूर्वी
lindje	पूर्व
lindje	ईस्ट
historia	कहानी
historia	स्टोरी
historia	इतिहास
film	चलचित्र
film	फ़िल्म
film	मूवी
film	फिल्म
film	फ़िल्म
film	फिल्म
film	फिल्मी
figura	छवि
figura	प्रतिबिम्ब
figura	चित्र
figura	आंकड़े
figura	आकृति
figura	फिगर
zoti	अल्लाह
zoti	ईश्वर
zoti	भगवान
zoti	परमेश्वर
zoti	भगवान
zoti	प्रभु
zoti	रब
kosova	कोसोवो
gjuha	जीभ
gjuha	भाषा
studimet	अध्ययन
familje	फैमिली
familje	परिवार
tha	कहा
anë	पार्श्व
anë	तरफ
anë	पक्ष
gjerë	वाइड
gjerë	व्यापक
gjerë	चौड़ी
greke	ग्रीक
greke	यूनानी
qëllim	उद्देश्य
qëllim	purpose
city	शहर
city	सिटी
city	नगर
tempulli	मन्दिर
tempulli	मंदिर
tempulli	टेम्पल
kane	केन
von	वॉन
von	वोन
lufta	युद्ध
rast	केस
rast	मामला
vjen	आता
grupi	band
grupi	बैंड
grupi	ग्रुप
grupi	समूह
pare	देखा
pare	देखी
itali	इटली
arritur	हासिल
arritur	पहुंचा
arritur	पहुँचे
shumica	बहुमत
rëndësishëm	वाद्य
rëndësishëm	इंस्ट्रूमेंटल
shkencore	वैज्ञानिक
autor	रचयिता
autor	लेखक
përpara	आगे
përpara	पहले
punës	श्रमिक
punës	श्रम
punës	मजदूर
tonë	हमारा
tonë	हमारे
tonë	हमारी
njerëz	लोग
njerëz	लोगों
jugore	दक्षिणी
botuar	प्रकाशित
pesë	पांच
pesë	पाँच
anëtar	सदस्य
prandaj	अतः
prandaj	इसलिए
lloji	प्रकार
lloji	करुणामय
lloji	दयालु
lloji	क़िस्म
lloji	प्रकार
emër	संज्ञा
emër	नाम
ibn	इब्ने
ibn	इब्न
grup	ग्रुप
grup	समूह
mali	पर्वत
mali	पहाड़
mali	आरोह
mali	माउंट
mali	माली
zhvillimin	विकास
und	und
john	जॉन
vendet	सीटें
vendet	सीटों
vendet	सीटे
vendet	स्थान
vendet	देश
vendet	देशो
vendet	देशों
poshtë	नीचे
poshtë	bas
poshtë	नीचे
poshtë	बॉटम
poshtë	तल
poshtë	नीचे
fjala	वर्ड
fjala	शब्द
qendrore	केंद्रीय
qendrore	मध्य
qendrore	सेंट्रल
jep	देता
jep	अनुदानों
jep	अनुदान
jep	दे
wikipedia	विकिपीडिया
bashkë	साथ
hershme	जल्दी
jugut	दक्षिणी
jugut	साउथ
jugut	दक्षिण
lindore	पूर्वी
përfshinë	शामिल
italia	इटली
qarqet	वृत्त
qarqet	जिले
punë	नौकरी
punë	job
punë	कार्य
punë	जॉब
punë	कार्यालय
punë	काम
punë	कार्य
hapur	खुला
hapur	ओपन
hapur	खोलें
hapur	खुला
hapur	अनलॉक
njihet	ज्ञात
qendra	केन्द्र
qendra	केंद्र
qendra	मध्य
qendra	बीच
qendra	केंद्र
qendra	केन्द्र
libri	बुक
libri	किताबे
libri	पुस्तक
libri	किताब
romake	रोमन
shquar	विशिष्ट
caktuar	आबंटित
administrative	प्रशासनिक
pati	पैटी
pati	पत्ती
pati	पट्टी
burimi	स्रोत
burimi	स्त्रोत
burimi	सोर्स
burimi	संसाधन
sistemi	तंत्र
sistemi	सिस्टम
sistemi	तन्त्र
sistemi	प्रणाली
politik	राजनीतिक
politik	राजनैतिक
fushë	फील्ड
fushë	फ़ील्ड
shtëpia	मुखपृष्ठ
shtëpia	गृह
shtëpia	होम
shtëpia	घर
shtëpia	घर
shtëpia	मकान
shtëpia	हाउस
kete	ये
kete	यह
kete	इस
ora	वक़्त
ora	वक्त
ora	समय
ora	ऒर
ora	घड़ी
ora	क्लॉक
gola	लक्ष्यों
gola	लक्ष्य
serbe	सर्बियाई
detit	सागर
detit	समुद्र
burim	स्रोत
burim	स्त्रोत
burim	सोर्स
njeri	मनुष्य
njeri	मानव
njeri	इंसान
njeri	पुरुष
njeri	मनुष्य
njeri	मैन
njeri	आदमी
njeri	इन्सान
njeri	man
not	स्विमिंग
not	तैरना
not	तैराकी
faqet	पृष्ठ
faqet	पेज
faqet	पन्ने
faqet	पृष्ठों
faqet	गाल
ate	उससे
ate	उसको
ate	उसे
lirë	ढीला
lirë	सस्ता
lirë	सस्ते
lirë	सस्ती
lirë	निशुल्क
lirë	मुफ्त
lirë	मुक्त
lirë	फ्री
lirë	आजाद
lirë	फ़्री
bardhë	सफेद
bardhë	सफ़ेद
bardhë	श्वेत
komuniste	कम्युनिस्ट
gjermane	जर्मन
gjermane	जर्मनी
ujë	वाटर
ujë	पानी
ujë	जल
zhvilluar	विकसित
rrethi	सर्किल
rrethi	घेरा
rrethi	वृत
rrethi	वृत्त
koha	वक़्त
koha	वक्त
koha	समय
letrare	साहित्यिक
tokë	पृथ्वी
tokë	धरती
tokë	भूमि
tokë	land
tokë	लैंड
tokë	जमीन
histori	कहानी
histori	स्टोरी
histori	इतिहास
kreu	दिमाग़
kreu	सिर
njeriu	पुरुष
njeriu	मनुष्य
njeriu	मैन
njeriu	आदमी
njeriu	इन्सान
njeriu	man
gjendje	परिस्थिति
gjendje	स्थिति
gjendje	हालात
gjendje	हालत
gjendje	स्थिति
gjendje	शर्त
gjendje	कंडीशन
amerikane	अमेरिकन
amerikane	अमेरिकी
amerikane	अमरीकी
krye	उपर
krye	ऊपर
krye	टॉप
krye	शीर्ष
tirana	तिराना
vendos	सेट
vendos	समुच्चय
vendos	नियत
mbajtur	आयोजित
mbajtur	कायम
mbajtur	रखा
com	com
madje	सम
madje	भी
colspan	colspan
përfshin	शामिल
george	जॉर्ज
george	जार्ज
elektrike	इलेक्ट्रिकल
elektrike	विद्युत
elektrike	विद्युत
elektrike	इलेक्ट्रिक
luftë	युद्ध
arsye	कारणों
arsye	कारण
arsye	कारण
perëndim	पश्चिम
perëndim	वेस्ट
fëmijë	किड्स
fëmijë	बच्चों
fëmijë	बच्चे
fëmijë	संतति
fëmijë	बालक
fëmijë	बच्चा
fëmijë	बच्चे
fëmijë	चाइल्ड
malit	पर्वत
malit	पहाड़
qarku	लैन
qarku	काउंटी
qarku	सर्किट
autori	रचयिता
autori	लेखक
shtrihet	ड्
vete	खुद
mira	मीरा
verore	summer
verore	ग्रीष्म
verore	गर्मियों
verore	गर्मी
verore	गर्मियाँ
ushtarak	मिलिट्री
ushtarak	सैनिक
ushtarak	फौजी
ushtarak	सैन्य
san	सान
san	सैन
evropian	यूरोपियाई
evropian	यूरोपीय
vendbanim	आवास
vendbanim	निवास
familja	फैमिली
familja	परिवार
larg	दूर
larg	दूर
princi	राजकुमार
princi	प्रिन्स
princi	प्रिंस
kaluar	अतीत
kaluar	पास्ट
pikë	बिंदु
pikë	पॉइंट
pikë	अंक
pikë	बिंदु
pikë	बिन्दु
pikë	पॉइंट
pikë	पाइंट
qeveria	सरकार
qeveria	सरकारी
nobel	नोबेल
rolin	भूमिका
jugosllave	यूगोस्लाव
mal	पर्वत
mal	पहाड़
mal	मल
vetem	अकेला
vetem	अकेले
vetem	अलोन
vetem	सिर्फ
vetem	केवल
vetem	तभी
vetem	सिर्फ
vetem	बस
drejtë	सीधी
drejtë	सीधे
drejtë	सीधा
drejtë	सही
aktor	अभिनेता
aktor	एक्टर
aktor	कर्ता
italian	इतालवी
skeda	टैब
skeda	tab
luajti	निभाई
gjashtë	छः
gjashtë	छक्का
gjashtë	छह
universiteti	विश्वविद्यालय
universiteti	यूनिवर्सिटी
universiteti	विश्वविद्यालयों
gjetur	मिली
gjetur	मिले
gjetur	पाये
gjetur	mile
gjetur	पाया
gjetur	मिला
radio	रेडियो
yes	yes
yes	हाँ
yes	हां
yes	यस
formuar	तराशा
mbretëresha	रानी
mbretëresha	महारानी
italiane	इतालवी
bazuar	आधारित
përshkrimi	विवरण
përshkrimi	वर्णन
rrugë	सड़क
rrugë	गली
rrugë	रोड
rrugë	सड़क
gjerman	जर्मन
gjerman	जर्मनी
lashtë	प्राचीन
perandoria	साम्राज्य
poezi	कविता
poezi	कविता
poezi	शायरी
poezi	काव्य
evropiane	यूरोपियाई
evropiane	यूरोपीय
drejtim	दिशा
luan	सिंगापूर
luan	शेर
artistike	कलात्मक
artistike	कलाकारी
mundur	संभव
mundur	संभावित
mundur	पराजित
mundur	पोज
atje	वहाँ
atje	वहां
atje	वहा
atje	वहीँ
brendshme	आंतरिक
dita	दिवस
dita	दिन
shpejt	जल्द
shpejt	तीव्र
shpejt	फास्ट
shpejt	फ़ास्ट
shpejt	तेज
shpejt	तेज़
shpejt	जल्दी
shpejt	त्वरित
shpejt	क्विक
shpejt	जल्दी
natyrore	स्वाभाविक
natyrore	कुदरती
natyrore	प्राकृतिक
veriut	उत्तर
veriut	उत्तरी
ndryshe	भिन्न
ndryshe	अलग
ndryshe	वरना
ara	फसलें
ara	फसलों
ara	ara
ara	आरा
perandori	साम्राज्य
perandori	सम्राट
kush	जिसने
kush	कौन
kush	जो
fusha	फ़ील्ड्स
fusha	फील्ड्स
fusha	फ़ील्ड
fusha	फील्ड
fusha	फ़ील्ड
fusha	एटलस
fusha	क्षेत्र
fusha	क्षेत्रों
anglisht	english
anglisht	अंग्रेज
anglisht	अंग्रेजी
anglisht	अंग्रेज़ी
forma	आकृतियाँ
forma	पैना
forma	आकार
forma	फ़ॉर्म
forma	आकृति
forma	आकार
forma	फ़ॉर्म
forma	प्रपत्र
forma	फॉर्म
forma	फार्म
forma	रूप
muaj	महीनों
muaj	माह
muaj	महीने
muaj	महीना
muaj	महीने
muaj	माह
publike	सार्वजनिक
publike	जनता
publike	लोक
publike	पब्लिक
shënuar	चिह्नित
shtet	देश
shtet	अवस्था
shtet	स्टेट
shtet	स्थिति
shtet	राज्य
demokratike	लोकतांत्रिक
veten	खुद
filmi	चलचित्र
filmi	फ़िल्म
filmi	मूवी
filmi	फिल्म
filmi	फ़िल्म
filmi	फिल्म
filmi	फिल्मी
veçanërisht	विशेषकर
veçanërisht	विशेषकर
moderne	आधुनिक
metra	मीटर
artit	कला
artit	आर्ट
artit	कलाकारी
artit	कलाकृति
gjithmonë	हमेशा
gjithmonë	सदा
york	यॉर्क
kryer	प्रतिबद्ध
kryer	वचनबद्ध
gjermani	जर्मनी
sur	सुर
sur	सूर
erdhi	आया
erdhi	आये
erdhi	आए
dorë	हाथ
sukses	सफल
sukses	सफलता
sukses	कामयाबी
gjate	लंबी
gjate	लंबा
gjate	लम्बी
gjate	long
world	दुनिया
world	विश्व
world	जग
world	संसार
paris	पैरिस
paris	पेरिस
shtatë	सात
shtatë	सातवीं
shtatë	सातवाँ
këngë	गाने
këngë	गीत
këngë	गीतों
këngë	गीत
këngë	गाना
këngë	सोंग
megjithëse	हालाँकि
megjithëse	हालांकि
megjithëse	यद्यपि
megjithëse	हालांकि
vazhdoi	जारी
targa	प्लेटों
marrin	प्राप्त
menjëherë	तुरन्त
menjëherë	फौरन
menjëherë	तुरंत
menjëherë	तत्काल
gati	तैयार
robert	राबर्ट
robert	रॉबर्ट
club	क्लब
club	क्लबों
libër	बुक
libër	किताबे
libër	पुस्तक
libër	किताब
përfundoi	पूर्ण
përfundoi	पूरा
përfundoi	समाप्त
përfundoi	सम्पन्न
përfundoi	समाप्त
mire	good
mire	अच्छे
mire	गुड
mire	शुभ
sistem	तंत्र
sistem	सिस्टम
sistem	तन्त्र
sistem	प्रणाली
des	देस
shekulli	शतक
shekulli	शताब्दी
shekulli	सदी
periudhë	अवधि
periudhë	काल
shoqërore	मानविकी
shoqërore	मानवता
shoqërore	सामाजिक
shoqërore	सोशल
artikuj	लेख
artikuj	आलेख
sotme	आज
shkrimtar	रचनाकार
shkrimtar	राइटर
shkrimtar	लेखक
qartë	साफ
huaj	अजनबी
huaj	विदेश
huaj	विदेशी
përgjatë	साथ
francez	फ़्रेंच
francez	फ़्रांसीसी
francez	फ्रांसीसी
francez	फ्रेंच
thjeshtë	सिंपल
thjeshtë	साधारण
thjeshtë	सरल
thjeshtë	बस
fshatrat	गावों
fshatrat	गांवों
vlera	मानों
vlera	मान
vlera	मूल्य
vlera	मान
sikur	like
sikur	जैसे
themeluar	स्थापित
themeluar	संस्थापित
themeluar	स्थापित
rol	भूमिका
ndërkombëtar	अंतर्राष्ट्रीय
ndërkombëtar	अन्तर्राष्ट्रीय
ndërkombëtar	अंतरराष्ट्रीय
bashkimi	यूनियन
bashkimi	संघ
bashkimi	विलय
bashkimi	एकता
bashkimi	joining
lumi	नदी
maqedoni	मकदूनिया
golin	गोल
golin	ध्येय
golin	लक्ष्य
toka	पृथ्वी
toka	धरती
toka	भूमि
toka	land
toka	लैंड
toka	जमीन
nationalteam	nationalteam
raste	अवसरों
raste	मामलों
raste	केस
raste	मामले
here	बार
here	टाइम्स
here	वक़्त
here	वक्त
here	समय
xxxx	xxxx
filluan	शुरू
filluan	प्रारंभ
shkurtër	छोटा
shkurtër	छोटी
shkurtër	संक्षिप्त
shkurtër	ब्रैड
roman	रोमन
roman	उपन्यास
roman	अनोखा
william	विलियम
uefa	यूईएफए
mbetur	शेष
mbetur	बाकी
rruga	सड़क
rruga	गली
rruga	रोड
rruga	सड़क
ndoshta	शायद
ndoshta	शायद
ndoshta	संभवतः
ndoshta	शायद
ndoshta	संभवतः
kupa	कप्स
kupa	cups
kupa	कप
ekonomik	आर्थिक
ekonomik	किफायती
